year,harvest,block,treatment,group,biomass_g,biog
2023,Mid,D,Ambient,Graminoids,96.8,24.2
2023,Mid,D,Ambient,Forbs,0.4,0.1
2023,Mid,D,Ambient,Legumes,0.8,0.2
2023,Mid,D,Procedural,Graminoids,218.8,54.7
2023,Mid,D,Procedural,Forbs,28.8,7.2
2023,Mid,D,Procedural,Legumes,12.8,3.2
2023,Mid,D,Drought,Graminoids,186.4,46.6
2023,Mid,D,Drought,Forbs,100.4,25.1
2023,Mid,D,Drought,Legumes,16,4
2023,Mid,D,Irrigated,Graminoids,289.2,72.3
2023,Mid,D,Irrigated,Forbs,31.6,7.9
2023,Mid,D,Irrigated,Legumes,1.2,0.3
2023,Mid,E,Ambient,Graminoids,335.2,83.8
2023,Mid,E,Ambient,Forbs,17.6,4.4
2023,Mid,E,Ambient,Legumes,0.8,0.2
2023,Mid,E,Procedural,Graminoids,157.6,39.4
2023,Mid,E,Procedural,Forbs,31.6,7.9
2023,Mid,E,Procedural,Legumes,37.2,9.3
2023,Mid,E,Drought,Graminoids,282.8,70.7
2023,Mid,E,Drought,Forbs,22.8,5.7
2023,Mid,E,Drought,Legumes,8.4,2.1
2023,Mid,E,Irrigated,Graminoids,207.6,51.9
2023,Mid,E,Irrigated,Forbs,5.6,1.4
2023,Mid,E,Irrigated,Legumes,3.6,0.9
2023,End,A,Ambient,,78.8,19.7
2023,End,A,Procedural,,116,29
2023,End,A,Irrigated,,73.2,18.3
2023,End,A,Drought,,10,2.5
2023,End,B,Ambient,,110,27.5
2023,End,B,Procedural,,94.8,23.7
2023,End,B,Irrigated,,45.6,11.4
2023,End,B,Drought,,76.8,19.2
2023,End,C,Ambient,,68.8,17.2
2023,End,C,Procedural,,94.4,23.6
2023,End,C,Irrigated,,35.2,8.8
2023,End,C,Drought,,61.6,15.4
2023,End,D,Ambient,,35.2,8.8
2023,End,D,Procedural,,64,16
2023,End,D,Irrigated,,118.4,29.6
2023,End,D,Drought,,35.2,8.8
2023,End,E,Ambient,,97.6,24.4
2023,End,E,Procedural,,51.6,12.9
2023,End,E,Irrigated,,90,22.5
2023,End,E,Drought,,34.4,8.6
2024,Mid,A,Ambient,Graminoids,56.4,14.1
2024,Mid,A,Ambient,Forbs,5.5,1.375
2024,Mid,A,Ambient,Legumes,13.2,3.3
2024,Mid,A,Procedural,Graminoids,113.4,28.35
2024,Mid,A,Procedural,Forbs,5.4,1.35
2024,Mid,A,Procedural,Legumes,18.8,4.7
2024,Mid,A,Irrigated,Graminoids,44.8,11.2
2024,Mid,A,Irrigated,Forbs,5.8,1.45
2024,Mid,A,Irrigated,Legumes,3.4,0.85
2024,Mid,A,Drought,Graminoids,38.5,9.625
2024,Mid,A,Drought,Forbs,11.5,2.875
2024,Mid,A,Drought,Legumes,21.2,5.3
2024,Mid,B,Ambient,Graminoids,72.1,18.025
2024,Mid,B,Ambient,Forbs,13.2,3.3
2024,Mid,B,Ambient,Legumes,18.6,4.65
2024,Mid,B,Procedural,Graminoids,98.5,24.625
2024,Mid,B,Procedural,Forbs,2.2,0.55
2024,Mid,B,Procedural,Legumes,19.4,4.85
2024,Mid,B,Irrigated,Graminoids,100.7,25.175
2024,Mid,B,Irrigated,Forbs,5.7,1.425
2024,Mid,B,Irrigated,Legumes,1.5,0.375
2024,Mid,B,Drought,Graminoids,74.1,18.525
2024,Mid,B,Drought,Forbs,0.8,0.2
2024,Mid,B,Drought,Legumes,5.6,1.4
2024,Mid,C,Ambient,Graminoids,41.2,10.3
2024,Mid,C,Ambient,Forbs,4.2,1.05
2024,Mid,C,Ambient,Legumes,4.6,1.15
2024,Mid,C,Procedural,Graminoids,54.6,13.65
2024,Mid,C,Procedural,Forbs,3.9,0.975
2024,Mid,C,Procedural,Legumes,2.8,0.7
2024,Mid,C,Irrigated,Graminoids,102.6,25.65
2024,Mid,C,Irrigated,Forbs,9.1,2.275
2024,Mid,C,Irrigated,Legumes,3.1,0.775
2024,Mid,C,Drought,Graminoids,50.4,12.6
2024,Mid,C,Drought,Forbs,8.4,2.1
2024,Mid,C,Drought,Legumes,7.1,1.775
2024,Mid,D,Ambient,Graminoids,48.4,12.1
2024,Mid,D,Ambient,Forbs,6.3,1.575
2024,Mid,D,Ambient,Legumes,2.9,0.725
2024,Mid,D,Procedural,Graminoids,59,14.75
2024,Mid,D,Procedural,Forbs,3.5,0.875
2024,Mid,D,Procedural,Legumes,9,2.25
2024,Mid,D,Irrigated,Graminoids,96.4,24.1
2024,Mid,D,Irrigated,Forbs,10,2.5
2024,Mid,D,Irrigated,Legumes,5,1.25
2024,Mid,D,Drought,Graminoids,101.8,25.45
2024,Mid,D,Drought,Forbs,7.1,1.775
2024,Mid,D,Drought,Legumes,2.8,0.7
2024,Mid,E,Ambient,Graminoids,93.3,23.325
2024,Mid,E,Ambient,Forbs,3.2,0.8
2024,Mid,E,Ambient,Legumes,10.1,2.525
2024,Mid,E,Procedural,Graminoids,59.1,14.775
2024,Mid,E,Procedural,Forbs,12.2,3.05
2024,Mid,E,Procedural,Legumes,12.8,3.2
2024,Mid,E,Irrigated,Graminoids,50.4,12.6
2024,Mid,E,Irrigated,Forbs,9.2,2.3
2024,Mid,E,Irrigated,Legumes,13,3.25
2024,Mid,E,Drought,Graminoids,65,16.25
2024,Mid,E,Drought,Forbs,4.9,1.225
2024,Mid,E,Drought,Legumes,9.1,2.275
2024,End,A,Ambient,,13.4,3.35
2024,End,A,Procedural,,23,5.75
2024,End,A,Irrigated,,14,3.5
2024,End,A,Drought,,1.6,0.4
2024,End,B,Ambient,,23.4,5.85
2024,End,B,Procedural,,38.3,9.575
2024,End,B,Irrigated,,11.4,2.85
2024,End,B,Drought,,2.2,0.55
2024,End,C,Ambient,,16.1,4.025
2024,End,C,Procedural,,33.8,8.45
2024,End,C,Irrigated,,19.8,4.95
2024,End,C,Drought,,1.6,0.4
2024,End,D,Ambient,,11.3,2.825
2024,End,D,Procedural,,14.5,3.625
2024,End,D,Irrigated,,24.1,6.025
2024,End,D,Drought,,4,1
2024,End,E,Ambient,,1.6,0.4
2024,End,E,Procedural,,17.4,4.35
2024,End,E,Irrigated,,22.6,5.65
2024,End,E,Drought,,26,6.5
